%VH	VH
284.211	-0.00409911979512013
284.809	0.00165385914973924
285.407	-0.00487416190540137
286.007	0.00789845576502611
286.605	-0.0179275652901145
287.203	-0.00164758634525521
287.801	0.00936839259960419
288.401	0.0379300102700317
288.998	0.029647169852107
289.596	0.00557614879696632
290.194	-0.0114778722581743
290.794	0.0205927454122532
291.391	0.0456429049943284
291.989	0.00753688393918782
292.586	-0.0288159564787367
293.186	0.0243066611916907
293.784	0.00198964013654999
294.381	0.0182687997186253
294.978	0.0240209593007007
295.576	0.01573893824556
296.173	-0.00833290217236472
296.77	-0.0236337425902894
297.37	0.0347528750801381
297.967	-0.0103719653377866
298.564	0.0252041942442889
299.161	-0.00588464617363595
299.758	-0.00188748659156059
300.355	0.0231636729905147
300.952	-0.0324881674274099
301.549	-0.0197180078453346
302.146	6.91517367406996E-5
302.743	0.016348311318816
303.34	0.00806547090089126
303.937	-2.17369517033342E-4
304.534	-0.0314323486893794
305.13	0.0021844990630837
305.727	0.00773182307016505
306.324	0.0255601470772463
306.92	0.0188269948297094
307.517	0.0296373188367906
308.114	-0.00516635715612813
308.71	0.042486490596335
309.307	-0.00810618539658371
309.903	-8.05337644120732E-4
310.499	0.0433385101083423
311.096	0.0243248341154236
311.692	0.0246086818678867
312.288	0.00910252962034973
312.885	0.0199128536274311
313.479	0.0289677488706577
314.075	0.00644459662312068
314.671	0.0207634443755837
315.267	0.0157842921280468
315.863	0.0458931398805098
316.459	0.016351987632973
317.053	0.0569858828761995
317.649	0.0484977306286626
318.245	0.106676578381126
318.841	0.106960426133589
319.437	0.0897002738860517
320.03	0.12857969287466
320.626	0.142898540627123
321.222	0.0958133883795862
321.817	0.108377759877431
322.411	0.103397655120658
323.007	0.0773655028731207
323.602	0.0162448743709655
324.195	0.0621422933595739
324.791	0.0326011411120369
325.386	0.0206035126098818
325.98	0.0156234078531083
326.575	0.0387137793509532
327.17	-0.0136338491512019
327.764	-0.0151059539079754
328.359	0.0185114175898694
328.954	0.00125078908771435
329.547	0.0155682080763226
330.142	0.0456755795741676
330.735	-0.00491900143722414
331.33	0.0374693700606207
331.925	0.0289807415584655
332.518	0.027399214522149
333.113	0.00287089159577435
333.706	0.00290345883049679
334.301	0.0204791359041221
334.894	0.0345477031388445
335.488	0.0170363252930183
336.081	0.00654189252774072
336.676	-0.0039514303986339
337.268	0.039941081916637
337.863	-3.77241009737697E-4
338.456	-0.0161346737750152
339.05	0.0224949483791586
339.643	0.0260365156138811
340.237	0.040104137768055
340.829	0.0243466500833259
341.422	0.0331512173180484
342.016	0.0349388394722222
342.608	-0.0036256482125069
343.203	0.0314950288611184
343.795	0.00521154117638943
344.387	0.00875305349166032
344.981	0.0473816756458343
345.573	-0.0139888120388948
346.165	0.035166700276376
346.759	0.01239132243055
347.351	0.00540683474582092
347.943	0.0159653470610919
348.537	-0.0103170307847342
349.129	0.0388374815305367
349.721	0.00553699384580762
350.312	0.0318854512416271
350.906	0.042444073395801
351.498	0.0231785857110719
352.09	-0.0294209019736572
352.681	-0.0153534445778377
353.275	0.0302931775763362
353.866	0.0461156349721556
354.458	0.0163231472874266
355.049	0.047934604683246
355.643	-0.00641877316258012
356.234	-0.00463131576676058
356.825	-0.0151258583709412
357.417	0.0129776539443297
358.008	0.0393251113401493
358.599	-0.0132734312640313
359.19	0.0271100261317881
359.784	0.018370648285962
360.375	0.0745431056817816
360.966	0.00615456307760097
361.557	0.0167130204734205
362.148	0.0500794778692399
362.739	0.0571289352650595
363.33	0.0308453926608789
363.921	0.0133348500566982
364.511	0.0186302525330663
365.102	0.0379607099288858
365.693	0.0783441673247053
366.284	0.0503066247205247
366.874	0.0538470271968927
367.465	-0.0285765154072879
368.056	0.0100529419885316
368.646	0.0276293444648996
369.237	0.0487138018607191
369.827	0.0610272043370871
370.418	0.0101826617329065
371.008	0.0347760642092746
371.599	0.027791521605094
372.189	0.047121924081462
372.779	0.00680332655782999
373.37	0.0296427839536495
373.96	0.0244121864300174
374.548	0.0191814790674825
375.138	0.0297398815438505
375.728	0.0490702840202185
376.318	0.0333136864965865
376.908	0.0193110889729544
377.498	0.0175884914493225
378.086	-0.00694021591321249
